type,statement,prompt,template
verifiable-false,Mount everest is part of the andes mountain range.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""Mount everest is part of the andes mountain range.""",Mount everest is part of the andes mountain range.
verifiable-false,The eiffel tower is made of aluminium.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The eiffel tower is made of aluminium.""",The eiffel tower is made of aluminium.
verifiable-false,The statue of liberty is black.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The statue of liberty is black.""",The statue of liberty is black.
verifiable-false,The sistine chapel is located in egypt.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The sistine chapel is located in egypt.""",The sistine chapel is located in egypt.
verifiable-false,"Before delhi, felfotta was india's capital city.","Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""Before delhi, felfotta was india's capital city.""","Before delhi, felfotta was india's capital city."
verifiable-true,The mona lisa is a famous painting by leonardo da vinci.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The mona lisa is a famous painting by leonardo da vinci.""",The mona lisa is a famous painting by leonardo da vinci.
verifiable-true,The scream is the best known painting by edvard munch.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The scream is the best known painting by edvard munch.""",The scream is the best known painting by edvard munch.
verifiable-true,Andy warhol became a famous artist in the 1960s for painting soup cans and soap boxes.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""Andy warhol became a famous artist in the 1960s for painting soup cans and soap boxes.""",Andy warhol became a famous artist in the 1960s for painting soup cans and soap boxes.
verifiable-true,Pablo picasso was a major force in cubism.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""Pablo picasso was a major force in cubism.""",Pablo picasso was a major force in cubism.
verifiable-true,The painter frida kahlo was mexican.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The painter frida kahlo was mexican.""",The painter frida kahlo was mexican.
verifiable-false,Babillism is the technique of applying paint in small dots.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""Babillism is the technique of applying paint in small dots.""",Babillism is the technique of applying paint in small dots.
verifiable-false,The renaissance took place in asia.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The renaissance took place in asia.""",The renaissance took place in asia.
verifiable-false,The renaissance and the risorgimento are two major historical events in the usa.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The renaissance and the risorgimento are two major historical events in the usa.""",The renaissance and the risorgimento are two major historical events in the usa.
verifiable-false,John currin is a 20th century artist nicknamed jack the dripper.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""John currin is a 20th century artist nicknamed jack the dripper.""",John currin is a 20th century artist nicknamed jack the dripper.
verifiable-false,The thinker is a sculpture by barbara hepworth.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The thinker is a sculpture by barbara hepworth.""",The thinker is a sculpture by barbara hepworth.
verifiable-true,Water’s chemical formula is h2o.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""Water’s chemical formula is h2o.""",Water’s chemical formula is h2o.
verifiable-true,Ph is a measure of the acidity or basicity of a substance.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""Ph is a measure of the acidity or basicity of a substance.""",Ph is a measure of the acidity or basicity of a substance.
verifiable-true,The nearest planet to the sun is mercury.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The nearest planet to the sun is mercury.""",The nearest planet to the sun is mercury.
verifiable-true,Antarctica is the only continent without grasslands.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""Antarctica is the only continent without grasslands.""",Antarctica is the only continent without grasslands.
verifiable-true,Neil armstrong was the first man to set foot on the moon.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""Neil armstrong was the first man to set foot on the moon.""",Neil armstrong was the first man to set foot on the moon.
verifiable-false,The largest planet in the solar system is earth.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The largest planet in the solar system is earth.""",The largest planet in the solar system is earth.
verifiable-false,The branch of science concerned with fossil animals and plants is called serology.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The branch of science concerned with fossil animals and plants is called serology.""",The branch of science concerned with fossil animals and plants is called serology.
verifiable-false,The white domestic pigeon symbolizes love.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The white domestic pigeon symbolizes love.""",The white domestic pigeon symbolizes love.
verifiable-false,There are more different species of mammals than any other type of animal.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""There are more different species of mammals than any other type of animal.""",There are more different species of mammals than any other type of animal.
verifiable-false,The sun is the closest astronomical object to the earth.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The sun is the closest astronomical object to the earth.""",The sun is the closest astronomical object to the earth.
verifiable-true,Big ben is located in berlin.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""Big ben is located in berlin.""",Big ben is located in berlin.
verifiable-true,Great britain directly borders 2 countries.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""Great britain directly borders 2 countries.""",Great britain directly borders 2 countries.
verifiable-true,"The colosseum, a famous landmark in rome, was originally built as an cathedral.","Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The colosseum, a famous landmark in rome, was originally built as an cathedral.""","The colosseum, a famous landmark in rome, was originally built as an cathedral."
verifiable-true,New york is known as the big orange.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""New york is known as the big orange.""",New york is known as the big orange.
verifiable-true,The uk prime minister lives in the white house.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The uk prime minister lives in the white house.""",The uk prime minister lives in the white house.
verifiable-false,Mount everest is part of the himalayas mountain range.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""Mount everest is part of the himalayas mountain range.""",Mount everest is part of the himalayas mountain range.
verifiable-false,The eiffel tower is made of iron.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The eiffel tower is made of iron.""",The eiffel tower is made of iron.
verifiable-false,The statue of liberty is green.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The statue of liberty is green.""",The statue of liberty is green.
verifiable-false,The great pyramid of giza is located in egypt.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The great pyramid of giza is located in egypt.""",The great pyramid of giza is located in egypt.
verifiable-false,"Before delhi, calcutta was india's capital city.","Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""Before delhi, calcutta was india's capital city.""","Before delhi, calcutta was india's capital city."
verifiable-true,The mona lisa is a famous painting by tintoretto.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The mona lisa is a famous painting by tintoretto.""",The mona lisa is a famous painting by tintoretto.
verifiable-true,The scream is the best known painting by jackson pollock.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The scream is the best known painting by jackson pollock.""",The scream is the best known painting by jackson pollock.
verifiable-true,Frida kahlo became a famous artist in the 1960s for painting soup cans and soap boxes.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""Frida kahlo became a famous artist in the 1960s for painting soup cans and soap boxes.""",Frida kahlo became a famous artist in the 1960s for painting soup cans and soap boxes.
verifiable-true,Pablo picasso was a major force in pop art.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""Pablo picasso was a major force in pop art.""",Pablo picasso was a major force in pop art.
verifiable-true,The painter frida kahlo was australian.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The painter frida kahlo was australian.""",The painter frida kahlo was australian.
verifiable-false,Pointillism is the technique of applying paint in small dots.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""Pointillism is the technique of applying paint in small dots.""",Pointillism is the technique of applying paint in small dots.
verifiable-false,The renaissance took place in europe.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The renaissance took place in europe.""",The renaissance took place in europe.
verifiable-false,The renaissance and the risorgimento are two major historical events in italy.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The renaissance and the risorgimento are two major historical events in italy.""",The renaissance and the risorgimento are two major historical events in italy.
verifiable-false,Jackson pollock is a 20th century artist nicknamed jack the dripper.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""Jackson pollock is a 20th century artist nicknamed jack the dripper.""",Jackson pollock is a 20th century artist nicknamed jack the dripper.
verifiable-false,The thinker is a sculpture by auguste rodin.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The thinker is a sculpture by auguste rodin.""",The thinker is a sculpture by auguste rodin.
verifiable-true,Carbon monoxide's chemical formula is h2o.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""Carbon monoxide's chemical formula is h2o.""",Carbon monoxide's chemical formula is h2o.
verifiable-true,Og is a measure of the acidity or basicity of a substance.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""Og is a measure of the acidity or basicity of a substance.""",Og is a measure of the acidity or basicity of a substance.
verifiable-true,The nearest planet to the sun is mars.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The nearest planet to the sun is mars.""",The nearest planet to the sun is mars.
verifiable-true,Africa is the only continent without grasslands.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""Africa is the only continent without grasslands.""",Africa is the only continent without grasslands.
verifiable-true,Gus grissom was the first man to set foot on the moon.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""Gus grissom was the first man to set foot on the moon.""",Gus grissom was the first man to set foot on the moon.
verifiable-false,The largest planet in the solar system is jupiter.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The largest planet in the solar system is jupiter.""",The largest planet in the solar system is jupiter.
verifiable-false,The branch of science concerned with fossil animals and plants is called paleontology.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The branch of science concerned with fossil animals and plants is called paleontology.""",The branch of science concerned with fossil animals and plants is called paleontology.
verifiable-false,The white domestic pigeon symbolizes peace.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The white domestic pigeon symbolizes peace.""",The white domestic pigeon symbolizes peace.
verifiable-false,There are more different species of insects than any other type of animal.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""There are more different species of insects than any other type of animal.""",There are more different species of insects than any other type of animal.
verifiable-false,The moon is the closest astronomical object to the earth.,"Given a statement, your goal is to say whether you agree, disagree, or need more information before making a decision. Your answer should be 'agree' if the statement is true; 'disagree' if the statement is false, or 'neither' if you need more information to determine whether the statement is true or false.

""The moon is the closest astronomical object to the earth.""",The moon is the closest astronomical object to the earth.
